Date,Title,Text,Link
In Kazakhstan, a post on the Chinese internet that appeared to suggest that Kazakhstan wanted to become part of China drew enough ire to prompt the Kazakh Ministry of Foreign Affairs to haul in the Chinese ambassador and demand an apology. In neighboring Kyrgyzstan, anti-Chinese sentiment coalesced around the idea of Chinese nationals being spreaders of the disease and has seen a member of parliament make statements about how Chinese citizens should be avoided.
None of this is terrorism, of course, but there is a clearer focus of public anger toward China. As China becomes a more dominant player in world affairs, it will increasingly become a targetAs China becomes a more dominant player in world affairs, it will increasingly become a target, something that is in part driven by Beijing’s treatment of minorities at home. This could crystallize into attacks on Chinese nationals or companies.
At the even darker fringes, even the 5G telephone pole-burning phenomenon might be a prelude to something else. The Luddites were a group of textile workers in the U.K. who emerged in the 19th centur. They were known for violently protesting as technology developed that was slowly displacing their jobs. In more modern times, Ted Kaczynski, better known as the Unabomber, carried forward the Luddite mantle by leading an almost two-decade-long bombing campaign that culminated in the publication of his manifesto, “Industrial Society and Its Future”—a screed about how modern technology was eroding personal freedoms.
Today, the rapid shift to online work by a growing proportion of workers is going to dramatically accelerate in the wake of the coronavirus pandemic. Companies are shrinking volumes of staff and trying to work more online or remotely. Things that were previously done in person are now migrating online.
Having been made redundant by online tools, disgruntled ex-workers could very well repurpose them to mobilize a backlash.
While many will return to working in the ways they did before the crisis, a surprisingly high number might find their work pattern permanently altered or face redundancy as a result of the cost savings that companies now see they can make while still achieving the same result. This might create an angry movement that draws together disgruntled ex-workers using the very tools that they are angry about for displacing them. Having been made redundant by online tools, they could very well repurpose them to mobilize a backlash.
Terrorism often emerges in the spaces where government is perceived to have failed or where people feel they are being excluded from the system. The pandemic is likely to lower people’s sense of trust in authority even further. The result will be increased problems from those who turn angry enough to want to use violence to articulate their grievances.
The world has already seen a failure in international cooperation when it comes to responding to the coronavirus, and while there have been innumerable acts of kindness between citizens, the larger sense of anger and disenfranchisement that will follow will create new forms of political violence. Some will draw on long-standing ideologies and groups, while others will emerge in surprising ways. Terrorism will not end in the wake of the coronavirus; instead, it is likely to evolve in ever more extreme ways.",https://archive.vn/i7eir#selection-829.0-1737.511
,,,
4.22.2020,US could see a higher summer death toll and CDC warns of a possibly worse coronavirus outbreak in winter,"CDC director says possible second wave could be worse 02:52
(CNN) — A leading US model has upped its projected coronavirus death toll in August to 66,000 -- a 10% increase from its previous prediction.
The change came as states began updating their number of deaths, adding residents of nursing homes who officials are now counting as presumptive positives, Dr. Chris Murray, the director of the Institute for Health Metrics and Evaluation at the University of Washington, said Tuesday.
But as those numbers grow higher and paint the pandemic as larger than previously thought, Murray said the dates of when social distancing measures can be relaxed should also be moved down.
He said his team of experts were taken aback when states like Georgia -- which still has a high number of infections -- announced they'll be easing some restrictions. Georgia Gov. Brian Kemp has said he expects an uptick in cases as many stores begin to reopen in the state this Friday, but said the state is prepared to handle them.
CDC chief says there could be second, possibly worse coronavirus outbreak this winter
Related Article: CDC chief says there could be second, possibly worse coronavirus outbreak this winter
""If people start to go back to normal social interaction or even progressively go back, the risk of transmission will go up ... and then you go back to the sort of exponential rise that was happening before we put in social distancing,"" Murray told CNN. ""The risk is very great for resurgence from these early openings.""
That's as the US Centers for Disease Control and Prevention director gave an ominous forecast of a possible second wave of the virus in the winter.
""There's a possibility that the assault of the virus on our nation next winter will actually be even more difficult than the one we just went through,"" CDC Director Robert Redfield told The Washington Post. ""We're going to have the flu epidemic and the coronavirus epidemic at the same time.
The US has so far recorded more than 825,300 infections and at least 45,075 deaths.
Your coronavirus questions, answered
California town one of the first to try to test all its residents
To safely move forward, experts have long emphasized the country should be able to track, trace and isolate cases.
Bolinas, a remote Northern California community, may be one of the first in the world to attempt to test all of its residents for the virus and for the antibodies that may make people immune.
Doctors try to untangle why they&#39;re seeing &#39;unprecedented&#39; blood clotting among Covid-19 patients
Related Article: Doctors try to untangle why they're seeing 'unprecedented' blood clotting among Covid-19 patients
Less than 2,000 people live in the town and in the first two days of testing, more than 700 residents showed up. The community-wide free testing is voluntary and part of a new study launched by the University of California, San Francisco, that's attempting to get a more complete understanding of how the virus is invisibly spreading.
That unseen spread is something health officials all over the state are trying to tackle, now recommending coronavirus testing for asymptomatic people who live or work in high-risk environments such as nursing homes or hospitals.
NIH Covid-19 treatment guidelines warn against drug combo pushed by Trump
Related Article: NIH Covid-19 treatment guidelines warn against drug combo pushed by Trump
The new guidelines, from the state's department of health, were announced in an April 19 memo and make California the first state in the nation to broaden its guidelines for testing to include those without symptoms, state health officials told CNN.
According to a spokesperson from the department, the previous guidance from the CDC was to test high-risk patients with symptoms and healthcare workers with symptoms.
Meanwhile, California Gov. Gavin Newsom said Tuesday the state is currently averaging 14,500 coronavirus tests a day.
That number, he said, ""is still inadequate"" and the state has a long way to go before attempting to reopen.
The US has so far conducted 4 million tests
In two different plans for reopening society, economists and public health experts have said millions of tests should be conducted each week before restrictions can be lifted.
One report estimates three to 30 million tests should be conducted weekly, while the other says the US should be conducting 20 million tests each day to get a handle on the pandemic.
States finally have high-speed machines to detect Covid-19 -- but few tests to run on them
Related Article: States finally have high-speed machines to detect Covid-19 -- but few tests to run on them
So far, the country has performed about 4 million tests. And while federal officials tout the country has testing capacity, some state leaders -- including Illinois Gov. J.B. Pritzker -- have reported that while they may have the necessary machines, they're lacking the materials and staff to run them.
A new test that was approved by the US Food and Drug Administration may mean Americans can mail in their results. The test would allow patients to collect their samples using an at-home test kit and then mail it into the lab for testing, the FDA said Tuesday.
That test could be available in most states to consumers who have a doctor's order within the coming weeks, the agency said.
""Throughout this pandemic we have been facilitating test development to ensure patients access to accurate diagnostics, which includes supporting the development of reliable and accurate at-home sample collection options,"" FDA Commissioner Dr. Stephen Hahn said in the agency's announcement.
New Covid-19 test allows patients to collect samples at home, send to lab for results
Related Article: New Covid-19 test allows patients to collect samples at home, send to lab for results
The news comes as an announcement from another company warned of possibly misleading results.
Abbott Laboratories, the maker of a rapid coronavirus test that's been widely used across the country and distributed by the federal government, warned its device can produce false negatives if a certain solution is used to move or store the patients' samples.
The company told health care workers not to use ""viral transport media"" solutions on its device and instead said customers should only place swabs with patients' samples directly in the device.
States are grappling with how to move forward
Despite the questions still surrounding tests in the US, many governors across the country have turned their attention to reopening their state's economy.
Last week, the federal government said in order to do so, states should wait to see a 14-day continuous decline before thinking about lifting their measures -- the first of three phases of reopening.
Here&#39;s where Georgia, South Carolina and Tennessee stand on plans to reopen
Related Article: Here's where Georgia, South Carolina and Tennessee stand on plans to reopen
South Carolina and Georgia announced this week -- before either hit that milestone -- they'll be easing restrictions.
Georgia's governor said workers and business owners need relief, adding that businesses including bowling alleys, body art studios and hair and nail salons can reopen this week. Theaters and restaurants can open their doors next week with social distancing restrictions.
Kemp said that no local ordinance can restrict the openings, which will be implemented statewide. Mayors across the state were left astounded, many saying they're unprepared for such a move.
Atlanta Mayor Keisha Lance Bottoms told CNN Tuesday she's exploring whether the city has legal grounds for putting different orders in place than what Kemp has announced.
""I have searched my head and my heart on this, and I am at a loss as to what the governor is basing this decision on,"" she said.
Georgia Gov. Brian Kemp faces resistance over move to reopen economy 
Related Article: Georgia Gov. Brian Kemp faces resistance over move to reopen economy
South Carolina Gov. Henry McMaster announced retail stores selling furniture, books, music, flowers, clothing and accessories, as well as department stores, sporting goods stores and flea markets are allowed to open at 20% capacity -- or five people per 1,000 square feet. Beaches, he said, will reopen Tuesday at noon.
In Tennessee, Gov. Bill Lee announced most businesses across the state will be able to reopen May 1, once the state's stay-at-home order has expired -- but hinted some may be able to open even sooner.
Other governors -- including New York Gov. Andrew Cuomo and Newsom -- have announced they have partnered with neighboring states to come up with plans to reopen but have stopped short of giving a timeline just yet. Cuomo has highlighted that ramped up testing will be key in preparing the state.
On Tuesday, he tweeted the state was planning to double its capacity to 40,000 tests per day, saying it was an ""ambitious"" goal but ""critical.""
",https://archive.vn/NXRLg
,,,
4.22.2020,People are dying from coronavirus because we’re not fast enough at clinical research,"When medical historians look back at the Covid-19 pandemic, they will reckon with how the United States, with its vast technological and scientific resources, stumbled so badly in the face of an emerging virus. They’ll wonder why the country responded so slowly, and why, in particular, it lacked adequate diagnostic tests for months after cases started to rise.

But they will also be baffled at something else: that it took so long to study new medicines to determine if they worked — even as the novel coronavirus, SARS-CoV-2, was killing 2,000 Americans a day.
Simply put, more people will die from Covid-19 because we cannot study drugs more quickly.
Related: Aytu Bioscience capitalizes on coronavirus antibody test demand, but the good times won’t last
 
This does not mean that it would be better to provide people with unproven therapies — or that Covid-19 studies should be accelerated so fast that we draw the wrong conclusions or put people at risk. But our inability to start and run clinical trials faster — whether in normal times or in a pandemic — is a legacy of our decision not to develop the technologies and approaches that would make doing so easier.
The gold standard method of testing drugs is what is known as a randomized controlled trial, in which patients receive either an experimental drug researchers think will work or the standard care that is already available — a selection that is based, effectively, on a coin flip. Ideally, the trial is also double-blind, which means that patients who don’t get the drug get a placebo, and neither the patients nor their doctors know who got what.

Obviously, for the patients who receive a placebo, this can be a sacrifice. And it can be a hard one to make. 
But researchers have learned the hard way that this is often the only way to figure out if a treatment works. Randomized controlled trials (RCTs) have put a stop to routine mastectomies in breast cancer, the belief that common arrhythmia drugs saved lives, and a common knee surgery that was no better than physical therapy. A decade ago, Pfizer spent more than a billion dollars developing a heart drug that an RCT showed resulted in more patients dying.
So many experts see randomized controlled trials as critical at this time. 
“I just don’t understand why you would do a trial that’s not randomized,” said Ethan J. Weiss, an associate professor of cardiology at the University of California, San Francisco. “We have an incredible opportunity to do real trials in real endpoints in a record amount of time.”
NEWSLETTERS
Sign up for The Readout
Your daily guide to what’s happening in biotech.
Enter your email
Privacy Policy
But the process of designing and conducting studies takes time, and it’s even harder when the health care system is under siege from a surge of Covid-19 cases. 
Heroically, lots of studies are getting done in the face of Covid-19, and researchers are using innovative methods to do them, allowing studies to be modified quickly to include new treatments. The U.K.’s RECOVERY trial is testing treatments including hydroxychloroquine and a pair of HIV drugs. The most rigorous study of Gilead’s experimental Covid-19 drug, remdesivir, is a trial being conducted by the National Institute of Allergy and Infectious diseases. The World Health Organization is running a study that includes both remdesivir and hydroxychloroquine, among other drugs. The U.S. government’s Patient Centered Outcomes Research Institute is running a study to see if hydroxychloroquine prevents doctors from getting Covid-19.

But both remdesivir and chloroquine were identified as potentially active against SARS-CoV-2 in laboratory tests in February, and we still don’t know for sure if they work against the virus in people. Gilead should release some data on remdesivir this month in patients with severe disease, though that study compares two courses of remdesivir, not a control group. 
Part of the problem is technology. Electronic health record software in the U.S. is not set up to make clinical research faster and easier, Raj Mehta, a family medicine researcher at Florida Hospital Family Medicine Residency, wrote in an email. There is historical patient data, there are partnerships to use “big data” with machine learning and artificial intelligence. But all that offers little at the present time.
“We have billing claims as, absurdly, our only reliable and easily integratable national source of raw patient data,” Mehta wrote. “What we don’t have is anything useful to produce evidence-based medicine.
“The criticism may seem harsh, but if we could trade all the data silos, all the AI/ML efforts, & all the billing data, for a fully integrated, nationwide, RCT platform in EHRs, we would *all* do it in a heartbeat,” he said.
One reform packaged in a 2016 law that made changes to the Food and Drug Administration was “to push for randomized trials to answer questions quickly using electronic health records and claims data,” said Robert Califf, the former FDA commissioner who now heads clinical policy and strategy at Verily Life Sciences and Google Health. It’s still needed, he said.
“All you have to do is look at hydroxychloroquine, where you have all these observational studies that cannot possibly answer the question,” Califf said.
For years, there’s been talk about making the clinical trial process more standardized, and cheaper, so that the same rules would apply each time a study needed to be run. There’s even been discussion that what are known as pragmatic trials — large, simple, randomized studies in which less data are collected — might be conducted using electronic health records. But that hasn’t happened at the pace it should.
The reason involves another part of the problem. Clinical trials are principally run by drug and medical device companies in order to obtain regulatory approvals, with public health authorities only picking up the slack in rare examples. But the result is that we have not built a system that would make studies simpler; most patients have little opportunity to participate in research; and we are too slow to figure out what works.
What would the system look like if we fixed it? It would make it easier to study drugs for heart disease, where studies are so large and expensive that many companies don’t test their medicines. It would ease studies for rare cancers, which are currently problematic because the right patients are hard to find. And it could create a medical information superhighway that would power health care through the next century.
It would certainly help with the next pandemic.
",https://archive.vn/TbaOJ#selection-613.0-904.0
,,,
4.22.2020,US could see a higher summer death toll and CDC warns of a possibly worse coronavirus outbreak in winter,"

CDC director says possible second wave could be worse 02:52
(CNN) — A leading US model has upped its projected coronavirus death toll in August to 66,000 -- a 10% increase from its previous prediction.
The change came as states began updating their number of deaths, adding residents of nursing homes who officials are now counting as presumptive positives, Dr. Chris Murray, the director of the Institute for Health Metrics and Evaluation at the University of Washington, said Tuesday.
But as those numbers grow higher and paint the pandemic as larger than previously thought, Murray said the dates of when social distancing measures can be relaxed should also be moved down.
He said his team of experts were taken aback when states like Georgia -- which still has a high number of infections -- announced they'll be easing some restrictions. Georgia Gov. Brian Kemp has said he expects an uptick in cases as many stores begin to reopen in the state this Friday, but said the state is prepared to handle them.
CDC chief says there could be second, possibly worse coronavirus outbreak this winter
Related Article: CDC chief says there could be second, possibly worse coronavirus outbreak this winter
""If people start to go back to normal social interaction or even progressively go back, the risk of transmission will go up ... and then you go back to the sort of exponential rise that was happening before we put in social distancing,"" Murray told CNN. ""The risk is very great for resurgence from these early openings.""
That's as the US Centers for Disease Control and Prevention director gave an ominous forecast of a possible second wave of the virus in the winter.
""There's a possibility that the assault of the virus on our nation next winter will actually be even more difficult than the one we just went through,"" CDC Director Robert Redfield told The Washington Post. ""We're going to have the flu epidemic and the coronavirus epidemic at the same time.
The US has so far recorded more than 825,300 infections and at least 45,075 deaths.
Your coronavirus questions, answered
California town one of the first to try to test all its residents
To safely move forward, experts have long emphasized the country should be able to track, trace and isolate cases.
Bolinas, a remote Northern California community, may be one of the first in the world to attempt to test all of its residents for the virus and for the antibodies that may make people immune.
Doctors try to untangle why they&#39;re seeing &#39;unprecedented&#39; blood clotting among Covid-19 patients
Related Article: Doctors try to untangle why they're seeing 'unprecedented' blood clotting among Covid-19 patients
Less than 2,000 people live in the town and in the first two days of testing, more than 700 residents showed up. The community-wide free testing is voluntary and part of a new study launched by the University of California, San Francisco, that's attempting to get a more complete understanding of how the virus is invisibly spreading.
That unseen spread is something health officials all over the state are trying to tackle, now recommending coronavirus testing for asymptomatic people who live or work in high-risk environments such as nursing homes or hospitals.
NIH Covid-19 treatment guidelines warn against drug combo pushed by Trump
Related Article: NIH Covid-19 treatment guidelines warn against drug combo pushed by Trump
The new guidelines, from the state's department of health, were announced in an April 19 memo and make California the first state in the nation to broaden its guidelines for testing to include those without symptoms, state health officials told CNN.
According to a spokesperson from the department, the previous guidance from the CDC was to test high-risk patients with symptoms and healthcare workers with symptoms.
Meanwhile, California Gov. Gavin Newsom said Tuesday the state is currently averaging 14,500 coronavirus tests a day.
That number, he said, ""is still inadequate"" and the state has a long way to go before attempting to reopen.
The US has so far conducted 4 million tests
In two different plans for reopening society, economists and public health experts have said millions of tests should be conducted each week before restrictions can be lifted.
One report estimates three to 30 million tests should be conducted weekly, while the other says the US should be conducting 20 million tests each day to get a handle on the pandemic.
States finally have high-speed machines to detect Covid-19 -- but few tests to run on them
Related Article: States finally have high-speed machines to detect Covid-19 -- but few tests to run on them
So far, the country has performed about 4 million tests. And while federal officials tout the country has testing capacity, some state leaders -- including Illinois Gov. J.B. Pritzker -- have reported that while they may have the necessary machines, they're lacking the materials and staff to run them.
A new test that was approved by the US Food and Drug Administration may mean Americans can mail in their results. The test would allow patients to collect their samples using an at-home test kit and then mail it into the lab for testing, the FDA said Tuesday.
That test could be available in most states to consumers who have a doctor's order within the coming weeks, the agency said.
""Throughout this pandemic we have been facilitating test development to ensure patients access to accurate diagnostics, which includes supporting the development of reliable and accurate at-home sample collection options,"" FDA Commissioner Dr. Stephen Hahn said in the agency's announcement.
New Covid-19 test allows patients to collect samples at home, send to lab for results
Related Article: New Covid-19 test allows patients to collect samples at home, send to lab for results
The news comes as an announcement from another company warned of possibly misleading results.
Abbott Laboratories, the maker of a rapid coronavirus test that's been widely used across the country and distributed by the federal government, warned its device can produce false negatives if a certain solution is used to move or store the patients' samples.
The company told health care workers not to use ""viral transport media"" solutions on its device and instead said customers should only place swabs with patients' samples directly in the device.
States are grappling with how to move forward
Despite the questions still surrounding tests in the US, many governors across the country have turned their attention to reopening their state's economy.
Last week, the federal government said in order to do so, states should wait to see a 14-day continuous decline before thinking about lifting their measures -- the first of three phases of reopening.
Here&#39;s where Georgia, South Carolina and Tennessee stand on plans to reopen
Related Article: Here's where Georgia, South Carolina and Tennessee stand on plans to reopen
South Carolina and Georgia announced this week -- before either hit that milestone -- they'll be easing restrictions.
Georgia's governor said workers and business owners need relief, adding that businesses including bowling alleys, body art studios and hair and nail salons can reopen this week. Theaters and restaurants can open their doors next week with social distancing restrictions.
Kemp said that no local ordinance can restrict the openings, which will be implemented statewide. Mayors across the state were left astounded, many saying they're unprepared for such a move.
Atlanta Mayor Keisha Lance Bottoms told CNN Tuesday she's exploring whether the city has legal grounds for putting different orders in place than what Kemp has announced.
""I have searched my head and my heart on this, and I am at a loss as to what the governor is basing this decision on,"" she said.
Georgia Gov. Brian Kemp faces resistance over move to reopen economy 
Related Article: Georgia Gov. Brian Kemp faces resistance over move to reopen economy
South Carolina Gov. Henry McMaster announced retail stores selling furniture, books, music, flowers, clothing and accessories, as well as department stores, sporting goods stores and flea markets are allowed to open at 20% capacity -- or five people per 1,000 square feet. Beaches, he said, will reopen Tuesday at noon.
In Tennessee, Gov. Bill Lee announced most businesses across the state will be able to reopen May 1, once the state's stay-at-home order has expired -- but hinted some may be able to open even sooner.
Other governors -- including New York Gov. Andrew Cuomo and Newsom -- have announced they have partnered with neighboring states to come up with plans to reopen but have stopped short of giving a timeline just yet. Cuomo has highlighted that ramped up testing will be key in preparing the state.
On Tuesday, he tweeted the state was planning to double its capacity to 40,000 tests per day, saying it was an ""ambitious"" goal but ""critical.""
CNN's Arman Azad, Augie Martin, Jacqueline Howard and Joe Sutton contributed to this report.
",https://archive.vn/NXRLg#selection-1304.0-1878.0
,,,
4.22.2020,People are dying from coronavirus because we’re not fast enough at clinical research,"When medical historians look back at the Covid-19 pandemic, they will reckon with how the United States, with its vast technological and scientific resources, stumbled so badly in the face of an emerging virus. They’ll wonder why the country responded so slowly, and why, in particular, it lacked adequate diagnostic tests for months after cases started to rise.

But they will also be baffled at something else: that it took so long to study new medicines to determine if they worked — even as the novel coronavirus, SARS-CoV-2, was killing 2,000 Americans a day.
Simply put, more people will die from Covid-19 because we cannot study drugs more quickly.
Related: Aytu Bioscience capitalizes on coronavirus antibody test demand, but the good times won’t last
 
This does not mean that it would be better to provide people with unproven therapies — or that Covid-19 studies should be accelerated so fast that we draw the wrong conclusions or put people at risk. But our inability to start and run clinical trials faster — whether in normal times or in a pandemic — is a legacy of our decision not to develop the technologies and approaches that would make doing so easier.
The gold standard method of testing drugs is what is known as a randomized controlled trial, in which patients receive either an experimental drug researchers think will work or the standard care that is already available — a selection that is based, effectively, on a coin flip. Ideally, the trial is also double-blind, which means that patients who don’t get the drug get a placebo, and neither the patients nor their doctors know who got what.

Obviously, for the patients who receive a placebo, this can be a sacrifice. And it can be a hard one to make. 
