Date,Title,Text,Link
But researchers have learned the hard way that this is often the only way to figure out if a treatment works. Randomized controlled trials (RCTs) have put a stop to routine mastectomies in breast cancer, the belief that common arrhythmia drugs saved lives, and a common knee surgery that was no better than physical therapy. A decade ago, Pfizer spent more than a billion dollars developing a heart drug that an RCT showed resulted in more patients dying.
So many experts see randomized controlled trials as critical at this time. 
“I just don’t understand why you would do a trial that’s not randomized,” said Ethan J. Weiss, an associate professor of cardiology at the University of California, San Francisco. “We have an incredible opportunity to do real trials in real endpoints in a record amount of time.”
NEWSLETTERS
Sign up for The Readout
Your daily guide to what’s happening in biotech.
Enter your email
Privacy Policy
But the process of designing and conducting studies takes time, and it’s even harder when the health care system is under siege from a surge of Covid-19 cases. 
Heroically, lots of studies are getting done in the face of Covid-19, and researchers are using innovative methods to do them, allowing studies to be modified quickly to include new treatments. The U.K.’s RECOVERY trial is testing treatments including hydroxychloroquine and a pair of HIV drugs. The most rigorous study of Gilead’s experimental Covid-19 drug, remdesivir, is a trial being conducted by the National Institute of Allergy and Infectious diseases. The World Health Organization is running a study that includes both remdesivir and hydroxychloroquine, among other drugs. The U.S. government’s Patient Centered Outcomes Research Institute is running a study to see if hydroxychloroquine prevents doctors from getting Covid-19.

But both remdesivir and chloroquine were identified as potentially active against SARS-CoV-2 in laboratory tests in February, and we still don’t know for sure if they work against the virus in people. Gilead should release some data on remdesivir this month in patients with severe disease, though that study compares two courses of remdesivir, not a control group. 
Part of the problem is technology. Electronic health record software in the U.S. is not set up to make clinical research faster and easier, Raj Mehta, a family medicine researcher at Florida Hospital Family Medicine Residency, wrote in an email. There is historical patient data, there are partnerships to use “big data” with machine learning and artificial intelligence. But all that offers little at the present time.
“We have billing claims as, absurdly, our only reliable and easily integratable national source of raw patient data,” Mehta wrote. “What we don’t have is anything useful to produce evidence-based medicine.
“The criticism may seem harsh, but if we could trade all the data silos, all the AI/ML efforts, & all the billing data, for a fully integrated, nationwide, RCT platform in EHRs, we would *all* do it in a heartbeat,” he said.
One reform packaged in a 2016 law that made changes to the Food and Drug Administration was “to push for randomized trials to answer questions quickly using electronic health records and claims data,” said Robert Califf, the former FDA commissioner who now heads clinical policy and strategy at Verily Life Sciences and Google Health. It’s still needed, he said.
“All you have to do is look at hydroxychloroquine, where you have all these observational studies that cannot possibly answer the question,” Califf said.
For years, there’s been talk about making the clinical trial process more standardized, and cheaper, so that the same rules would apply each time a study needed to be run. There’s even been discussion that what are known as pragmatic trials — large, simple, randomized studies in which less data are collected — might be conducted using electronic health records. But that hasn’t happened at the pace it should.
The reason involves another part of the problem. Clinical trials are principally run by drug and medical device companies in order to obtain regulatory approvals, with public health authorities only picking up the slack in rare examples. But the result is that we have not built a system that would make studies simpler; most patients have little opportunity to participate in research; and we are too slow to figure out what works.
What would the system look like if we fixed it? It would make it easier to study drugs for heart disease, where studies are so large and expensive that many companies don’t test their medicines. It would ease studies for rare cancers, which are currently problematic because the right patients are hard to find. And it could create a medical information superhighway that would power health care through the next century.
It would certainly help with the next pandemic.",https://archive.vn/TbaOJ#selection-613.0-897.47
,,,
4.22.2020,Coronavirus vaccine human trials: How they work and how to volunteer,"The professor behind one of the UK's first human trials for a coronavirus vaccine told Nick Ferrari how it will work and when a vaccine will be available.
Health Secretary Matt Hancock announced yesterday that the first human trials of coronavirus vaccine from Oxford University and Imperial College will start on Thursday.
Researchers are trialling the two vaccines against Covid-19 in the hope of bringing them forward to manufacturing as soon as possible.
Nick Ferrari spoke to Dr Katrina Pollock, the principal investigator for the COVID-19 vaccine trials at Imperial College London, to find out exactly what's going to happen with the trials.
What is being trialled?
""This is the start of the first of the clinical trials in the UK. This is the beginning of testing one of two candidate vaccines in human trials.
""Work on the vaccine started very early in the year. Within the first couple of weeks of January, scientists were able to sequence the virus in China, which means that we were able to understand it very quickly.
""From that moment on, work to create a candidate vaccine moved forward at great pace.""
Nick Ferrari spoke to the professor behind a new coronavirus vaccine trial
Nick Ferrari spoke to the professor behind a new coronavirus vaccine trial. Picture: LBC / PA
How can you volunteer for the coronavirus vaccine trial?
""There are a number of criteria that people need to fulfil to be eligible to be involved in this early stage vaccine trial. They are usually quite strict so we can see understand the vaccine is performing.
""As we understand the vaccine and the responses, then we move to larger phase two or phase three trials where we include more people. Ultimately, what we want is a vaccine that is going to protect people from this infection, especially the vulnerable and the elderly.""
Who can volunteer for the vaccine trial?
The participants they are looking for need to be:
- adults aged 18-55
- in good health
- have not tested positive for Covid-19
- is not pregnant
- has not taken part in previous adenoviral vaccine trials
This is a multi-site trial, which means that if you want to volunteer, you will need to live near one of the centres, which include Bristol, Southampton, Thames Valley and Greater London.
How long will vaccine trials last?
""These early trials will last up to one year. But the early part of the trials, we'll get data coming through all the time.
""It's normal for us to follow up with volunteers who have been in the trial for quite a long time afterwards, but that doesn't mean we won't get data coming through right from the beginning.""
READ MORE: How long does coronavirus live on surfaces?
The vaccine undergoing human trials
The vaccine undergoing human trials. Picture: Oxford Group Covid Trial
When will a vaccine be available to the public?
""I'd like to say as soon as possible - there is a great need for this vaccine.
""We're looking at a timescale of months while we trial this vaccine. As we come towards the end of this first trial of the vaccine, we'll be able to say far more clearly when that's going to be.
""We're pushing ahead really quickly so we have some answers on how these vaccines are behaving by the autumn.
""Having a product available by the autumn will be ambitious. We will know more after we start these first trials.""
Will they be able to manufacture enough of the vaccine?
Scaling up manufacturing and distribution are going to be key questions when we have those vaccine candidates available.
""As well as trialling these two vaccines in the UK, we have to look at how they are going to be manufactured and distributed and also at what cost. That is part of this work.
""There is a global effort to deliver it, so I would be confident we can do this when the time comes.""

Will you bet your political reputation on reaching 100,000 tests a day?
Will the Government reach Matt Hancock's target of 100,000 tests a day by the end of this month? Nick puts that that question to a Government minister and asks him to bet his political reputation on the pledge.

All Episodes
Will you bet your political reputation on reaching 100,000 tests a day? 00:24:30
Are summer schools the answer? 00:20:01
Will we all be wearing masks soon? 00:23:51
Health Secretary Matt Hancock 00:18:37
World Health Organisation Special Envoy answers your concerns 00:31:56
Consumer Concerns 00:33:00
PM's Personal Thank You to NHS Workers 00:27:30
The lockdown must continue 00:40:46
Is a Lockdown extension coming? 00:19:03
Cabinet Decision Making 00:24:44
PM in Intensive Care 00:21:46
Coronavirus Myths Debunked 00:34:48
Matt Hancock is back and speaking to LBC 00:38:02
Why are so few NHS staff being tested? 00:22:24
Testing, Testing, Testing 00:30:08
Cutting Back On Bin Collections 00:28:14
Retired Police Officers rejoin the force 00:26:20
Police use of Drones during Lockdown 00:27:08
Protection for NHS Staff 00:26:40
Aiming For 100,000 Tests Per Day 00:24:15
What exactly is a key worker? Plus advice on home learning 00:23:11
Is the lockdown coming? 00:21:33
Health Secretary Matt Hancock 00:31:39
Education Secretary Gavin Williamson speaks to Nick 00:23:40
What help for businesses? 00:19:25
Listen & subscribe: Global Player | Apple Podcasts | Google Podcasts | Spotify
Who will own the vaccine?
""In terms of ownership and distribution, those are discussions that need to be taken forward at the manufacturing stage.
""Initially, the vaccine project that we're working on is sponsored by the University of Oxford.""
Will it be annual like the flu jab?
At this point, it's quite early to understand that. It's possible that the virus could circulate in the community and we'd need to look at how to protect people from infection in the long term.
That will be a question for research going forward over the next few years.",https://archive.vn/aiXRO#selection-1391.0-2121.75
,,,
4.22.2020,"Over-50s – especially Britons who are overweight – should stay at home during the coronavirus crisis to protect the NHS, expert claims as scientists argue over-60s should be included in Government’s total isolation guidance","Over-50s – especially Britons who are overweight – should stay at home during the coronavirus crisis to protect the NHS, an expert has claimed.
Mike Fischer CBE, who runs a medical research lab in Oxford, warned those in the actions of those in their 50s and beyond will be 'critical' for the NHS.
Official data shows more than 54 per cent of COVID-19 patients admitted to hospital are aged between 50 to 69 years. 
Almost three quarters of critically ill people are either overweight or obese. 
It comes as scientists argue people in their 60s should be included in Government’s total isolation guidance because they are at an increased risk of severe COVID-19 illness or death.  
They point to data from countries such as China and Italy that show those in their 60s are at high risk of complications and death from the novel coronavirus.
This risk is lower compared with those aged 70 years or older, however.
Current Government guidance suggests those aged 70 or older should be more rigorous in following social distancing measures.
The guidance also applies to those under 70 who have underlying health conditions or a weakened immune system.
Official data shows more than 41 per cent of COVID-19 patients admitted to hospital are aged between 50 to 69 years. A total of 17 per cent are 70 years and over	+5
Official data shows more than 41 per cent of COVID-19 patients admitted to hospital are aged between 50 to 69 years. A total of 17 per cent are 70 years and over
The majority of critically ill people are within in a healthy weight range, but 31 per cent have a BMI over 30. This is in line with population data	+5
The majority of critically ill people are within in a healthy weight range, but 31 per cent have a BMI over 30. This is in line with population data
Mr Fischer, who runs Systems Biology Laboratory in Abingdon, told BBC Radio 4: ‘I think the message hasn’t really gone out that the numbers show that the 50 to 60s have as much reason to be diligent and disciplined and make sacrifices to isolate themselves as the over-70s. 
'Over half of the people admitted to critical care in Britain are in the 50 to 69 category. More than twice as many as been admitted to critical care in the over 70.
RELATED ARTICLES
Previous
1
Next

Nurse, 53, who fostered more than 20 children and hospital...

One is very amused! Prince Charles reveals he watches viral...
SHARE THIS ARTICLE
Share
‘So if you want to reduce the load on NHS beds in a few weeks’ time, the actions of the 50-69s are the critical factor.
‘I think it would be a wise personal choice. And also given the fact that of the people who have left critical care in that age group, 51 per cent have died. 
IS BEING OVERWEIGHT A RISK FACTOR FOR COVID-19? 
Intensive Care National Audit & Research Centre (ICNARC) data has shown three-quarters of critically ill UK COVID-19 patients were overweight or obese.
Similarly, a study of 4,103 seriously ill Covid-19 patients by New York University, showed while age is the biggest single risk factor for serious illness, obesity is a close second.
With around two-thirds of British adults overweight or obese, Dr Matt Capehorn, clinical manager of the Rotherham Institute for Obesity, a specialist centre for weight management, suggests officials should be alerting the public to this.
‘We have daily health briefings on TV — if they said something along these lines and even if half the population took that on board, it would make a difference,’ he says. 
Neil Ferguson, an epidemiologist and professor of mathematical biology at Imperial College London also advised people to take responsibility for their own health: ‘We need to assess our risks from a personal perspective, including getting fit and losing weight,’ he said.
Rob Andrews, an associate professor of diabetes and endocrinology at Exeter University, told Good Health that a small weight gain during the lockdown would make limited difference.
But he warned: ‘For future health we would recommend these individuals don’t gain more weight and that they take regular exercise.
‘As your weight goes up there is less ventilation of the lungs and more risk of lung disease — in particular asthma, and increased risk of heart disease and diabetes.'
When it comes to treatment, overweight people ‘have more difficulty getting enough oxygen because of the weight of extra fat on their airways and are more likely to require extra help breathing with continuous positive airway pressure (CPAP) or mechanical ventilation’, Dr Capehorn told Good Health.  
'So you’re not just protecting the NHS, you’re also protecting yourself.'
The average age of critically ill COVID-19 patients in the UK is 60, data from the first reported 5,578 patients shows.
Some 19 per cent were men in their 50s, and 7.8 were women in their 50s. Men account for more COVID-19 patients overall.
More than 22 per cent and eight per cent were men and women aged between 60-69 years, respectively, according to the report from ICNARC which collects data from England, Wales and Northern Ireland.
Asked if those in critical care tend to have underlying health conditions, Mr Fischer said: 'They do. But that’s not that different to the population in general. 
'It is also true that most of the people in critical care are somewhat overweight but that’s not that different to the population in general. So yes, if you are overweight and have underlying health condition it is even more important. 
According to the ICNARC report, people of a healthy weight make up a minority of critically ill COVID-19 patients.
Almost three quarters (74 per cent) are carrying extra weight.
Some 35 per cent have a BMI between 25 and 30, which is regarded as 'overweight' by the NHS, 31 per cent are obese, and just over seven per cent are severely obese.
For comparison, in the general population of England, 64.3 per cent of adults are either overweight (35.6 per cent) or obese (28.7 per cent), Government data from 2019 shows.  
Mr Fischer is in the midst of establishing a network of labs in the hopes of dramatically increase coronavirus testing, and donated £1,000,000 of his own money to do so. 
His comments come as scientists publish an article today, in the Journal of the Royal Society of Medicine, that argued over 60s should be shielded from society. 
Professor Azeem Majeed, head of the department of primary care and public health at Imperial College London, said: 'The UK's policy is at variance with the World Health Organisation, which states that those above the age of 60 years are at the highest risk, requiring additional preventative measures.'
In an article published in the Journal of the Royal Society of Medicine, the scientists said data from countries such as China and Italy show those aged between 60 and 69 are also at high risk of complications and death from the novel coronavirus (stock)	+5
In an article published in the Journal of the Royal Society of Medicine, the scientists said data from countries such as China and Italy show those aged between 60 and 69 are also at high risk of complications and death from the novel coronavirus (stock) 
The World Health Organization (WHO) has shown the distribution of COVID-19 cases by age and sex of 750,000 cases from 113 countries, territories and areas. It shows the majority of cases are within the 50-59 age range	+5
The World Health Organization (WHO) has shown the distribution of COVID-19 cases by age and sex of 750,000 cases from 113 countries, territories and areas. It shows the majority of cases are within the 50-59 age range
Professor Azeem Majeed (pictured), head of the department of primary care and public health at Imperial College London, said those in their 60s should be shielded	+5
Professor Azeem Majeed (pictured), head of the department of primary care and public health at Imperial College London, said those in their 60s should be shielded
He added: 'To reduce hospitalisations, intensive care admissions and death we recommend that those aged between 60 and 69 are particularly stringent when implementing public health measures such as social distancing and personal hygiene.'
Examples of these measures include avoiding face-to-face contact with family and friends as much as possible, and using telephone or online services to contact their GP or other essential services.
The lockdown imposed by the Government means everyone regardless of their age or health conditions is expected to follow the guidance on social distancing.
But experts suggest the 7.3million people aged between 60 and 69 are at an increased risk of severe illness and death and therefore should be extra stringent in following guidelines.
People under 70 can still undertake activities like going to work and grocery shopping, Professor Majeed, who co-authored the article with colleagues from University of Exeter, said.
He said case fatality rates for those aged 60-69 are 3.5 per cent in Italy and 3.6 per cent in China.
Other countries, including Switzerland and France, have encouraged those aged 65 and older to follow strict public health measures, the authors added.
Commenting on the article, Dr James Gill, an honorary clinical lecturer at Warwick Medical School and locum GP, said one of the benefits of extending the isolation to those aged 60 and above is that it would lead to a further reduction in pressure on the NHS's intensive care unit resources.
He added: 'The risk of mortality from COVID-19 in the 60-69 years age group remains substantial, compared to younger members of the population, however it must be acknowledged people in their 60th decade have a mortality risk six times lower than those 70 years and older.
'Thus whilst it may be reasonable to question whether measures should be extended to those in the 60-70 years group, this should not cause significant concern for those people.'
Responding to the article, Dr Nick Phin, deputy director of National Infection Service at Public Health England, said: 'England data shows that the groups most likely to die from Covid-19 are men and those over the age of 70.
'Sadly, two thirds of deaths have been in men and 79 per cent of all deaths are among those aged 70 and over.'",https://archive.vn/m7C4u#selection-1157.0-1775.110
,,,
4.22.2020,Europe's Banks Brace for Bad Debt Build Up From Coronavirus Crisis,"LONDON/MILAN/MADRID — Europe's banks are expected to have to set aside billions for potential loan losses as well as take profit hits because of the coronavirus crisis when they start reporting results over the next two weeks.
The region's banks were already under pressure before the crisis with high costs, low returns, and demands to fix outdated technology. Mergers, which could potentially relieve those issues, have been difficult to pull off because of national barriers.
The largest U.S. banks, which reported earnings last week, set aside $25 billion for credit losses in the first quarter, raising questions about whether European banks would follow suit.
On Wednesday, Italy's UniCredit became the first major euro zone bank to write down the value of its loans to reflect the economic impact of the new coronavirus.
Italy's biggest bank by assets said it would book around 900 million euros ($976 million) in additional loan loss provisions in the first quarter.
Analysts over the past 30 days have revised upward by almost 130% their expectations for loan loss provisions in 2020 by Europe's most important banks, according to a Reuters analysis of data from Refinitiv.
Thanks for reading The Times.
Subscribe to The Times
At the same time, analysts have cut by more than 40% their full-year profit forecasts for those banks, which include global banks like HSBC, BNP Paribas and Deutsche Bank, the data showed.
Regulators have said they will be lenient in enforcing accounting rules on expected loan losses, but there is pressure on European banks to be realistic about the looming downturn. Lower profitability than their Wall Street rivals will mean European banks have less room for maneuver.
""Those U.S. banks make huge amounts of money,"" said Rob Smith, financial services partner at KPMG.
""European banks don't have that luxury of revenue and income to absorb such significant increases"" in loan loss provisions, he said. ""That in turn that will dictate their approach.""
Though banks are not legally obliged to come up with the bulk of provisions now, ""prudence is a recommendation that should be followed"" given the current environment, a person with knowledge of the matter said.
The vulnerability of European banks to the outbreak was highlighted this week by the credit rating agency Fitch, which disclosed that it had taken 116 rating actions on Western European banks, mainly revising their outlook to negative.
EARNINGS SEASON
The flood of European bank earnings will provide only a partial snapshot of how they are faring so far during the crisis, which began in earnest as the first quarter was well underway. Credit ratings agency S&P said management disclosures and comments would be ""more revealing than the results themselves.""
Italian banks, which have worked hard to tackle the legacy of previous recessions, are expected to start raising provisions against loan losses in the first quarter as the economy heads for a contraction which the International Monetary Fund estimates could reach 9.1% this year, analysts say.
Italy's banks have the highest exposure among European lenders to small- and medium-sized businesses, which are likely to suffer the most from a prolonged lockdown as the country battles with one of the world’s deadliest coronavirus outbreaks.
Morgan Stanley estimated the crisis risks saddling Italian banks with up to an additional 60 billion to 80 billion euros($86.86 billion) in impaired loans over the next two-to-three years, an up to 45% increase on the current stock.
Spain's banks will also report an increase in provisions, said Nuria Alvarez, analyst at Madrid-based brokerage Renta 4.
ADVERTISEMENT
Continue reading the main story
Santander said earlier this month in a U.S. regulatory filing the pandemic may cause ""us to experience higher credit losses"" there.
Analysts said that a near standstill in Spain's economy would first have a direct impact on the banks' mortgage books, which account for around 40% of their credit portfolios, and on their consumer books, which make up for 8% of lending.
The Bank of Spain said on Monday that the country's tourism- dependent economy could shrink as much as 12.4% this year if the coronavirus lockdown lasts 12 weeks.
At French banks, any higher loan loss provisions are expected to be ""manageable"", Jon Peace, an analyst at Credit Suisse, said.
Deutsche Bank is the only major European lender that analysts forecast to post a loss for the full year of 2020 as it goes through a costly restructuring. The crisis has made it difficult for the bank to predict whether it will meet its financial targets after years of losses.
Analysts as of last week had nearly doubled their expectations for Deutsche Bank's first-quarter and full-year provisions for credit losses compared with early March, according to consensus forecasts published on the bank's website.
Moody's has highlighted that Deutsche Bank is among the global Europe-based investment banks that is most vulnerable to loan-loss charges.
Credit Suisse will kick off the earnings season on Thursday.
(Reporting by Huw Jones in London, Valentina Za in Milan, Jesus Aguado in Madrid, Maya Nikolaeva in Paris and Tom Sims in Frankfurt; writing by Tom Sims; editing by Jane Merriman and Jason Neely)",https://archive.vn/blCSv#selection-421.0-731.196
,,,
4.22.2020,"Coronavirus, cimiteri a rischio collasso in Brasile: fosse comuni a San Paolo","Una task-force per pianificare le sepolture, aumentate a causa del coronavirus, e per evitare un collasso simile a quello verificatosi nei cimiteri di New York. E' il piano di Bruno Covas, sindaco di San Paolo, la città più grande e popolosa del Brasile. Nel cimitero di Vila Formosa, il più importante della metropoli, sono state scavate centinaia di fosse per far fronte all'aumento dei morti. Stesso scenario anche a Manaus, in Amazzonia.
""La questione della sepoltura è una sfida, vogliamo essere preparati in modo che le persone abbiano una tomba decente"", ha aggiunto il primo cittadino. Secondo i media brasiliani, la metà delle sepolture a San Paolo riguarda persone decedute a causa del Covid-19. La metropoli è la città più colpita dalla pandemia in Brasile.
 
Le fosse comuni a Manaus sono state annunciate in lacrime dal sindaco di Manaus, Arthur Virgilio Neto: ""Non stiamo vivendo un'emergenza, ma una calamità naturale"". La capitale amazzonica registra centinaia e centinaia di contagiati, con i pochi posti di terapia intensiva ormai al completo.
 
""Siamo al collasso, i medici devono scegliere chi salvare in base all'età, siamo alla barbarie"", ha detto Virgilio, che ha lanciato un appello al governo di Brasilia. ""L'Amazzonia ha bisogno di aiuto, abbiamo bisogno di volontari, medici, infermieri e apparecchiature"".",https://archive.vn/JsJa2#selection-3989.9-4061.175
,,,
4.22.2020,First COVID-19 patient recovers well after administration of plasma therapy in Delhi,"The 49-year-old male patient from Delhi, who had tested positive for coronavirus on 4th April, was admitted at COVID facility at Max Hospital, New Delhi with moderate symptoms of fever and respiratory issues. His condition worsened in the next few days and was put to external oxygen to maintain saturation. He developed pneumonia with Type I respiratory failure and was then put on ventilator support on 8th April.
As the patient showed no improvement in his condition, his family had requested the hospital for the plasma therapy administration on compassionate grounds. It is a first of its kind treatment modality that was used for coronavirus disease in India.
The family members then arranged a donor for extracting plasma. The donor who had recovered from the coronavirus infection 3 weeks ago came forward to donate his plasma cells. He was tested again for COVID-19 and was negative at the time of donation along with other standard tests to rule out other infections.
The critically ill patient was then administered fresh plasma as a treatment modality to standard treatment protocols on the night of 14th April. After receiving this treatment, the patient showed progressive improvement. By the 4th day, he was off the ventilator support on 18th April 18 and has been continued on supplementary oxygen.
The patient has been shifted to a room with continuous monitoring and has started taking oral feed since Sunday. He is the first patient, who was administered plasma therapy at Max Hospital in Saket, and has shown positive results.
Dr Sandeep Budhiraja, Group Medical Director, Max Healthcare and Senior Director, Institute of Internal Medicine, said that they are delighted that the plasma therapy worked very well in his case that has open a new treatment opportunity in these pandemic. Other standard treatment protocols were followed during the patients treatment at Max Hospital.
He also said that in a country like India, such treatment has a good potential to help COVID-19 patients, who have moderate to severe disease severity. The government regulations should make such therapy more accessible for hospitals. One donor can donate 400 ml of plasma as it can save two lives. 200 ml is sufficient to treat one COVID-19 patient.
Source: ET Healthworld",https://archive.vn/d0Dzv#selection-2575.0-2603.22